@@,item,itemlabel,position,positionlabel,startdate,enddate,psid
---,Q111524163,Mary Munive Angermüller,Q7925043,Vicepresidente de Costa Rica,2022-05-08,,Q111524163-F18648D9-E083-4842-9E11-E73075D00CB0
---,Q98017689,Rodrigo Alberto de Jesús Chaves Robles,Q27977064,Presidente de Costa Rica,2022-05-08,,Q98017689-2B88608A-801E-46D6-B4F6-160098F28CB7
---,Q111677386,Stephan Brunner Neibig,Q7925043,Vicepresidente de Costa Rica,2022-05-08,,Q111677386-FFE42EE4-5B9C-412E-8112-686BF8D75CD0
