pageid,title,wikidata,label
42549205,Leda Zamora Chaves,Q16731337,Leda Zamora Chaves
70007255,Rodrigo Chaves Robles,Q98017689,Rodrigo Alberto de Jesús Chaves Robles
70490999,Mary Munive,Q111524163,Mary Munive
70493571,Stephan Brunner,Q111677386,Stephan Brunner
70768888,Rodrigo Arias Sánchez,Q6110636,Rodrigo Arias Sánchez
