id,name,relationship,relative,relativename
Q16493361,Gloria Bejarano Almada,father,Q25861137,Armando León Bejarano
Q16493361,Gloria Bejarano Almada,spouse,Q887712,Rafael Ángel Calderón Fournier
Q26996246,Carlos Alvarado Quesada,spouse,Q51544231,Claudia Dobles Camargo
Q49344,Óscar Arias Sánchez,spouse,Q54962156,Margarita García
Q5384033,Epsy Campbell Barr,sibling,Q99522627,Shirley Campbell Barr
Q562577,Miguel Ángel Rodríguez Echeverría,spouse,Q2883203,Lorena Clare Facio
Q57321,Laura Chinchilla,spouse,Q6293319,José María Rico
Q5983547,Luis Gerardo Villanueva Monge,father,Q16582226,Jorge Luis Villanueva Badilla
Q5983599,Luis Guillermo Solís,spouse,Q16606451,Mercedes Peñas Domingo
Q6700592,Luis Fishman Zonzinski,spouse,Q5661168,Aida Faingezicht Waisleder
