item,itemLabel,startDate,endDate,sourceDate,psid
Q456141,Elizabeth Odio Benito,1998,2002,2022-09-14,Q456141-09E7A1F2-D5AE-4857-82C5-D30B23C97173
Q5709957,Astrid Fischel Volio,1998,2002,2022-09-14,Q5709957-7B196BA1-F239-4756-844C-B6EA55F6B909
Q5976724,Lineth Saborío Chaverri,2002,2006,2022-09-14,Q5976724-AC01E954-FCD2-4C10-98A1-6DE6440E847E
Q6700592,Luis Fishman Zonzinski,2002,2006,2022-09-14,Q6700592-E566CEE1-6C26-4A7A-863D-9DB62A64E7CC
Q57321,Laura Chinchilla Miranda,2006,2010,2022-09-14,Q57321-1B9D89AC-555D-4FBC-876F-38259E072A8B
Q6395995,Kevin Casas Zamora,2006,2010,2022-09-14,Q6395995-C99AA961-8007-4D3D-8092-90AE4AF49499
Q2072531,Luis Liberman Ginsburg,2010-05-08,2014-05-08,,Q2072531-87CFBC56-EFB1-430E-A9CA-D99A2043D9F9
Q4721942,Alfio Piva Mesén,2010-05-08,2014-05-08,,Q4721942-9A96B126-F8CE-4DB5-8549-5BA098AFAAA0
Q15980216,Helio Fallas Venegas,2014-05-08,2018-05-05,,Q15980216-3F897310-1684-4BD4-B092-A1EB80E09F0C
Q15980311,Ana Helena Chacón,2014-05-08,2018-05-08,,Q15980311-CA905740-4151-4593-BFAA-6E035519D230
Q51540879,Marvin Rodríguez Cordero,2018-05-08,2022-05-08,,Q51540879-2786E31C-4A05-4F76-9E96-B241775B1D5F
Q5384033,Epsy Campbell Barr,2018-05-08,2022-05-08,,Q5384033-5BDF95A9-7F56-42C3-BD80-E740C7AD99CC
Q111524163,Mary Munive Angermüller,2022-05-08,,,Q111524163-F18648D9-E083-4842-9E11-E73075D00CB0
Q111677386,Stephan Brunner Neibig,2022-05-08,,,Q111677386-FFE42EE4-5B9C-412E-8112-686BF8D75CD0
